id,date,code_speaker,gender,title_original,title_language,title_english,abstract_original,abstract_language,audience_n,audience_female,audience_male,audience_NA,department,institute,university,country,position,position_cat,origin,total_citation_n,h_index,i10_index,most_cited_n,citation_cum,years_career,nature_index_count,nature_index_share,obs
51,19-10-2010,281,M,Effects of habitat amount on a landscape scale on demographic mechanisms in Atlantic forest small mammals,en,Effects of habitat quantity in the landscape on demographic mechanisms in small mammals in the Atlantic Forest,"Although the amount of remaining habitat in fragmented landscapes is likely to have an impact on biodiversity patterns, few fragmentation studies include this parameter. In the highly fragmented coastal Atlantic forest, investigations on the amount of remaining forest showed a significant effect on abundance of the endemic small mammal species: while abundance was independent of fragment size in a landscape with 100 and 50 % of remaining forest, abundance was positively correlated with fragment size in a landscape with only 30 % of remaining forest. To understand demographic processes leading to this pattern, we studied the demography of four small mammal species (one endemic marsupial, two endemic rodents, one non-endemic rodent) in small fragments and continuous forest of these landscapes using population parameter modeling in the program MARK. We investigated demographic parameters and used Akaike´s information criterion (AIC) for model selection to define most parsimonious models, which were used for parameter estimation. We tested the hypothesis that amount of habitat on a landscape scale influences immigration into fragments from neighboring habitat patches. 
Models selection procedures favored models comprising higher survival in small fragments of the 50 % landscape compared to small fragments of the 30 % landscape for endemic species. Moreover, a lower number of immigrants was calculated in the 30 % landscape compared to the 50% and the 100% landscape for endemic species. For the non-endemic species, amount of habitat had no influence on immigration rates. 
The results underline the necessity to consider the amount of remaining habitat in management plans of fragmented landscapes in order to successfully maintain endemic small mammal species.
",en,18,12,6,0,Zoologia,IB,USP,Brasil,postdoc,postdoc,IB,NA,NA,NA,NA,NA,NA,NA,NA,
52,26-10-2010,282,M,Fauna de cupim na região do médio Rio Madeira,en,Termite fauna in the middle Madeira River region,"Na região conhecida como médio Rio Madeira”, que se localiza a montante da porção do rio que passa por Porto Velho, Rondônia, serão criados os Aproveitamentos Hidrelétricos (AHEs) de Santo Antônio e Jirau. O alinhamento dos rios Amazonas-Madeira-Mamoré separa a região Neotropical em duas áreas de endemismo para diversos grupos de invertebrados e vertebrados, entretanto, nada foi testado para cupins até hoje. Algumas estimativas sugerem que estes insetos podem corresponder até 20% da biomassa animal em algumas áreas da Amazônia, entretanto, os cupins ainda são pouco conhecidos nesse bioma e novas espécies estão constantemente sendo encontradas e descritas. Desta forma, os objetivos do presente trabalho são: 1- Levantamento e coleta de dados sobre a biologia e ecologia das espécies de cupins presentes nas áreas dos AHEs; 2- Comparação da composição de espécies de cada lado do Rio Madeira; e 3- Estudo da estrutura genética das espécies mais abundantes que estejam presentes dos dois lados do Rio Madeira - para inferência quanto à existência de fluxo gênico entre as populações de cada margem. Para isso estão sendo realizadas coletas trimestrais em módulos feitos baseados nos critérios do Programa de Pesquisa em Biodiversidade (PPBio) às margens do Rio Madeira. O estudo da estrutura genética será feito através de análises do Gene Mitocondrial COI seqüenciado. Algumas coletas já foram realizadas e a área de estudo já pode ser considerada uma das mais diversas para esses insetos”",port,11,7,4,0,-,FFCLRP,USP,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
53,30-11-2010,27,M,Corredores florestais promovem conectividade? Uma abordagem experimental,port,Do forest corridors promote connectivity? An experimental approach,"Uma das estratégias mais populares para manter ou restabelecer a conectividade biológica em paisagens fragmentadas é a retenção ou implantação de corredores florestais. Não obstante, evidências empíricas de que corredores promovem conectividade para organismos de floresta tropical são escassas. Não existem, por exemplo, evidências diretas de que corredores promovam ou facilitem a movimentação de aves neotropicais de sub-bosque por paisagens fragmentadas. Usando translocações experimentais combinadas com rádio-telemetria nós avaliamos os efeitos de corredores florestais e de sexo sobre a movimentação de uma ave de sub-bosque (Pyriglena leucoptera, Passeriformes, Thamnophilidae) entre fragmentos florestais. Indivíduos capturados em floresta contínua foram soltos em pequenos fragmentos florestais menores do que sua área de vida, divididos em dois tratamentos: i) isolado – fragmentos completamente rodeados por matrizes campestres e ii) conectado – fragmentos rodeados por matrizes campestres, porém conectados por um corredor florestal a um fragmento vizinho de maior área. Um macho e uma fêmea foram translocados, um de cada vez, para cada fragmento de soltura. Então foram medidos (1) o tempo no qual cada ave permaneceu no fragmento de soltura (propensão à emigração), (2) a direção tomada por cada ave ao abandonar o fragmento de soltura e (3) se os indivíduos foram bem-sucedidos em realizar pelo menos um movimento entre fragmentos. A presença de corredores aumentou a propensão à emigração, direcionou os movimentos dos indivíduos e aumentou o número de indivíduos que realizaram movimentos bem sucedidos entre fragmentos. No tratamento conectado ambos os sexos abandonaram rapidamente os fragmentos de soltura, na maioria das vezes via corredor, e evitando áreas abertas. Já no tratamento isolado, os machos foram mais relutantes do que as fêmeas em emigrar e tiveram duas vezes menos sucesso em realizar movimentos entre fragmentos. Nossos resultados indicam que corredores florestais aumentam a conectividade da paisagem para P. leucoptera, e sugerem que a fragmentação florestal diminui mais severamente os movimentos dos machos do que das fêmeas - o que poderia levar a desvios na razão sexual em fragmentos isolados. Nossos resultados sugerem, ainda, que corredores são ferramentas úteis para a conservação desta espécie (e de outras com características semelhantes) em paisagens fragmentadas pelo homem",port,26,16,10,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
54,07-12-2010,135,F,Ecologia de anêmonas,port,Ecology of anemones,"Anêmonas-do-mar do gênero Diadumene Stephenson, 1920 são encontradas em  grande número fixadas sobre substratos naturais e estruturas artificiais na Baía de  Paranaguá. Em trabalho realizado vinte anos antes e no mesmo local, a freqüência dessas anêmonas foi baixa. O grande número atual pode ser explicado por sua alta taxa de reprodução assexuada, por fissão longitudinal, um dos fatores que poderia caracterizar essas anêmonas como sendo uma espécie invasora. Acredita-se que os indivíduos encontrados em Paranaguá pertençam à espécie Diadumene cincta Stephenson, 1925, que apresenta registros na literatura que a caracterizam como espécie exótica e invasora nos mares europeus e na costa atlântica européia. A sistemática no nível específico dessas anêmonas deverá ser esclarecida e será testada a tolerância para diferentes salinidades, à dessecação e preferência por locais iluminados, sendo que os dois primeiros testes revelariam se existe uma adaptabilidade característica de espécies invasoras, e o último sua capacidade de colonizar um local de águas calmas, mas onde há grande interferência humana por ser um porto movimentado. É de importância o reconhecimento específico do invasor e da sua biologia com potencial invasor pela adaptabilidade, pois talvez a elaboração de medidas de prevenção contra sua dispersão descontrolada exigirá um esforço financeiro e pessoal muito menor do que a realização de esforços para controlar uma população já bem estabelecida",port,20,6,14,0,Zoologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
55,09-12-2010,200,M,A estrutura da paisagem da Mata Atlântica brasileira,port,The landscape structure of the Brazilian Atlantic Forest,NA,NA,9,5,4,0,-,-,UNESP-RC,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
56,10-02-2011,16,M,Estratégias alternativas de acasalamento e dimorfismo condicional entre machos do opilião Serracutisoma proximum (Arachnida: Opiliones),port,Alternative mating strategies and conditional dimorphism among males of the opilion Serracutisoma proximum (Arachnida: Opiliones),"Nessa apresentação eu descreverei o dimorfismo entre machos e as estratégias alternativas de acasalamento no opilião Serracutisoma proximum. Machos grandes possuem o segundo par de pernas mais alongado e as usam em brigas territoriais; machos pequenos possuem o segundo par de pernas relativamente curto e nunca brigam - ao invés disso esses machos invadem furtivamente o território dos machos grandes e copulam com as fêmeas que guardam seus ovos nesses territórios. Em artrópodes, a maioria dos casos de dimorfismo morfológico entre machos é o resultado de uma estratégia condicional com duas táticas dependentes de status (i.e., a condição física relativa de cada indivíduo). Em espécies com machos condicionalmente dimórficos, as distribuições de status dos dois morfos de machos freqüentemente possuem alguma sobreposição. O modelo do limiar ambiental (LA) postula que cada genótipo na população possui um status limiar próprio, que é o valor de status abaixo do qual o morfo pequeno é expressado, e acima do qual o morfo grande é expressado. Conseqüentemente, a magnitude da sobreposição nas distribuições de status dos dois morfos de machos depende da variabilidade genética nos limiares. De fato, em S. proximum, a maneira como o tamanho do segundo par de pernas varia em relação ao tamanho de corpo dos machos revela que o fenótipo dos machos grandes depende do tamanho de corpo (status), e que o limiar responsável pelo dimorfismo apresenta um grande componente de variabilidade genética na população. Essa grande variabilidade genética provavelmente resulta de baixa pressão de seleção nesse caráter. Um estudo de marcação e recaptura evidencia que a expressão do fenótipo maior não resulta em custos de sobrevivência, o que é compatível com a hipótese de que a pressão de seleção sobre o limiar do dimorfismo é fraca. Finalmente, apresentarei uma evidência de que o limiar médio da população é independente da distribuição de tamanhos de corpos dos machos, o que apóia uma nova previsão do modelo LA.”",port,18,9,9,0,-,-,Univ._Western_Australia,Australia,phd_student,student,Australasia,NA,NA,NA,NA,NA,NA,NA,NA,
57,24-02-2011,5,M,Community consequences of size-dependent life histories,en,Community consequences of size-dependent life histories,"Many processes in the life history of individual organisms depend on body size. Yet, classical models in ecology model population dynamics by accounting only for reproduction and mortality of individuals. They hence ignore the population dynamical influence of individual life history, in particular growth and development. Physiologically or size-structured population models contrast with this approach by describing population dynamics on the basis of a core model of the individual life history.  Changes in population density and composition are hence tracked by keeping book of all the events in the life history of the individuals that make up the population. These models thereby provide an explicit link between individual life history and population dynamics. One crucial outcome of taking into account size-dependent life histories is that the size-distribution of a prey population may be changed by predation mortality. These changes in turn have been shown to generate positive, indirect effects for the predators themselves. They can lead to positive feedbacks between foraging by predators and availability of their food, resulting in so-called emergent Allee effects. Similarly, changes in prey size-distribution may lead to facilitation between different predator species. I provide an overview of the consequences and relevance of these indirect effects of changing population size distributions for ecological communities.”",en,24,16,8,0,-,-,Univ._Amsterdam,Holanda,professor,professor,Europa,12147,58,129,314,5229,18,586,75.35,
58,03-03-2011,176,M,Research plays an active role in cultural and didactical activities in natural history museums,en,Research plays an active role in cultural and didactical activities in natural history museums,"You know exactly what a researcher does. However, many people do not image what research may offer directly to pupils, high school students (and their teachers). In our university museum we have been experimenting during the last 15 years a simple, albeit effective, way to propose didactical projects mediated by research experience. Some cases will be discussed and commented with you”.
",en,43,22,21,0,-,-,Univ._Pisa,Itália,professor,professor,Europa,1843,22,67,71,565,13,247,22.91,
59,17-03-2011,88,F,Redes de interação entre morcegos frugívoros e plantas: variação geográfica e conservação filogenética,port,Interaction networks between fruit bats and plants: geographical variation and phylogenetic conservation,NA,NA,27,13,14,0,-,-,UNICAMP,Brasil,master_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
60,31-03-2011,199,M,Projeto de longa duração em plot permanente: estudo de caso da ecologia e conservação de aves do cerrado,port,Long-term project on permanent plot: case study of ecology and conservation of birds of the cerrado,NA,NA,28,11,17,0,-,-,UnB,Brasil,professor,professor,Brasil,4900,41,106,211,1708,15,17,5.45,
61,14-04-2011,283,M,O estudo da dinâmica da diversificação através de árvores filogenéticas e do registro fóssil,port,The study of the dynamics of diversification through phylogenetic trees and the fossil record,NA,NA,39,18,14,0,Ecologia,IB,USP,Brasil,professor,professor,IB,5044,17,23,304,167,2,282,53.64,
62,19-04-2011,208,F,Reproductive patterns in viviparous and oviparous lizards: convergent evolution in the southern hemisphere,en,Reproductive patterns in viviparous and oviparous lizards: convergent evolution in the southern hemisphere,NA,NA,21,8,13,0,-,-,Univ._Camahue,Argentina,professor,professor,AmLat,4645,29,64,72,385,5,6,0.63,
63,28-04-2011,47,M,Comportamento animal em zeros e uns: filogenia de uma família de opiliões e padrões evolutivos de caracteres comportamentais,port,Animal behavior in zeros and ones: phylogeny of an opilion family and evolutionary patterns of behavioral traits,"A ordem Opiliones contém cerca de 6000 espécies divididas em quatro subordens e 45 famílias. Dentre essas famílias, a família Gonyleptidae (Arachnida, Opiliones) se destaca por sua enorme diversidade e por concentrar a maioria dos estudos sobre biologia de opiliões. Este estudo, valeu-se dessa grande disponibilidade de informações ecológicas, comportamentais e químicas para reconstruir as relações de parentesco entre as subfamílias de Gonyleptidae. Posteriormente, com base nas topologias obtidas, discutimos os padrões de evolução dessas características dentro da família. A listagem de terminais compreende 31 espécies (4 representantes do grupo externo e 27 do grupo interno), levantamos 48 caracteres e 72 estados derivados. A filogenia resultante é parcialmente congruente com as propostas baseadas em caracteres morfológicos. Os altos valores dos índices de consistência das árvores, associado aos altos valores de suporte obtidos para vários clados (especialmente subfamílias), indicam que comportamento e ecologia são fontes de caracteres filogeneticamente informativos e que devem ser considerados em estudos futuros com a família. Embora caracteres ecológico-comportamentais já tenham sido utilizados em estudos cladísticos anteriores, esta é a primeira vez que o monofiletismo de uma família de Arthropoda é formalmente definido exclusivamente com base em caracteres de natureza não morfológica ou molecular”.",port,29,14,15,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
64,05-05-2011,234,F,A inclusão da abundância na diversidade funcional aumenta o seu poder de previsão? Teste em uma comunidade de cerrado,port,Does including abundance in functional diversity increase its predictive power? Test in a cerrado community,"Assumindo que medidas de diversidade tradicionais são estimativas grosseiras do funcionamento de comunidades e que medidas que incorporam informações dos traços funcionais são melhores do que as tradicionais, medidas de diversidade funcional são bastante utilizadas atualmente. Contudo, raramente é testado se, de fato, a inclusão dos traços funcionais em estimativas de biodiversidade aumenta nosso poder preditivo. Além disso, medidas de diversidade funcional baseadas em dendrogramas geralmente não consideram a abundância. Em uma área de cerrado no sudeste brasileiro, testamos se a inclusão dos traços funcionais leva a um aumento no poder preditivo ao relacionar a diversidade funcional ao funcionamento da comunidade quando comparada a medidas de diversidade tradicionais. Demonstramos que é possível incluir a abundância em medidas de diversidade funcional baseadas em dendrogramas e testamos se a inclusão da abundância eleva o poder preditivo da diversidade funcional em comparação à comumente calculada. Nenhuma medida de diversidade relacionou-se ao funcionamento da comunidade, inclusive a diversidade funcional. Porém, mostramos que é possível incluir a abundância em medidas de diversidade funcional baseadas em dendrogramas, apesar da maioria dos índices estar correlacionada”
",port,28,18,10,0,-,-,UFSCar,Brasil,master_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
65,12-05-2011,139,M,Ecologia cognitiva e forrageio social em primatas Neotropicais,port,Cognitive ecology and social foraging in Neotropical primates,"O conhecimento sobre a composição da dieta dos primatas neotropicais e sua relação com a morfologia, o comportamento e a organização social entre outros aspectos da biologia das espécies cresceu significativamente nas últimas décadas. Enquanto os estudos de observação de campo, tradicionais na primatologia, permitem identificar um conjunto de desafios que os animais enfrentam durante as suas atividades diárias, eles são pouco informativos em relação às dicas ambientais utilizadas pelos macacos na tomada de decisões de forrageio e como as decisões individuais são afetadas pela vida em grupo. Portanto, a ecologia cognitiva e o forrageio social representam duas importantes fronteiras da primatologia neotropical e mundial. Neste sentido, uma abordagem experimental de campo tem sido adotada para testar hipóteses referentes à relevância e primazia de diferentes informações ambientais e sociais durante o forrageio. O desenho experimental envolve a construção de estações de alimentação artificiais onde a presença de dicas visuais e olfativas e a localização e quantidade de recompensas alimentares são manipuladas. As espécies de macacos brasileiros estudadas até o momento incluem Cebus nigritus, Callicebus cupreus, Aotus nigriceps, Saguinus imperator, S. fuscicollis, S. bicolor, Callithrix penicillata, híbridos (Callithrix jacchus x C. penicillata), Leontopithecus rosalia e Alouatta guarida clamitans.”",port,36,19,17,0,-,-,PUCRS,Brasil,professor,professor,Brasil,2832,29,72,285,962,16,8,0.86,
66,19-05-2011,32,F,Heterogeneidades espaciais e mecanismos de coexistência floresta-campo no sul do Brasil,port,Spatial heterogeneities and mechanisms of forest-field coexistence in southern Brazil,"Os fatores e os mecanismos que permitem a coexistência entre formações campestres
e florestais ao longo de períodos com diferentes regimes climáticos dominantes ainda não
são completamente esclarecidos. Atualmente, no Rio Grande do Sul, a vegetação natural
caracteriza-se pelo domínio de campos naturais entremeados por diferentes tipos florestais
sob condições climáticas que favoreceriam o predomínio florestal. Evidências paleopolínicas
indicam que os campos naturais são relictos de climas passados mais frios e secos e que as
florestas iniciaram sua expansão sobre os campos a partir de 4000 anos antes do presentes,
sob influência de alterações climáticas de transição para um clima mais úmido. Neste
sentido, o esclarecimento das relações espaciais e temporais entre os fatores e os mecanismos
que favoreceriam o estabelecimento e a sobrevivência de elementos florestais numa matriz
campestre permite o entendimento de como os padrões de distribuição da vegetação na
paisagem são determinados quando apenas o clima torna-se insuficiente para explicá-los.
Um modelo bidimensional espacialmente explícito foi desenvolvido para simulação
da dinâmica desses mosaicos de vegetação. O modelo inclui variações topográficas do
terreno, dispersão de sementes e propagação de fogo, incorporados a um modelo adaptativo
global de dinâmica de vegetação (2D-aDGVM). Processos biofísicos, fisiológicos e
demográficos são simulados sob influência de heterogeneidades espaciais (geradas por
variações topográficas na radiação solar incidente) associadas ao comportamento do fogo,
em passos de tempo diários. Mecanismos de retroalimentação (feedback) dependentes da
densidade de elementos arbóreos, produção primária de biomassa de gramíneas e
comportamento do fogo (intensidade, freqüência e propagação) foram avaliados em
diferentes escalas.
Os resultados indicaram um domínio das formações florestais sob o regime climático
atual. No entanto, a dinâmica dos mosaicos foi sensível às variações espaciais que
influenciaram os mecanismos de feedback avaliados e ao arranjo inicial das manchas de
vegetação na paisagem. Considerando um regime de fogo freqüente, uma co-dominância
estável entre campos e florestas só foi observada na ausência de heterogeneidades espaciais.
Na presença de heterogeneidades espaciais, a expansão florestal é mais rápida nas faces
voltadas para o sul do que naquelas voltadas para o norte. No entanto, quando considerado o
padrão mais agregado dos mosaicos observados, observou-se uma relativa estabilidade das
bordas, independentemente da topografia. A alternância de domínio entre campos e florestas
observada no passado, bem como a dependência de fatores internos controladores da
dinâmica do sistema, associada a uma dependência dos estados iniciais da paisagem,
evidenciam a presença de estados alternativos. O reconhecimento dos campos naturais como
estados alternativos na paisagem, e não como estados sucessionais, tem implicações
importantes nas decisões relacionadas ao manejo e à conservação da rica biodiversidade
dessas antigas formações vegetais.",port,18,10,8,0,-,-,UFRGS,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
